"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
1995,689,13,64,979,0.6446167,74.98331,14.1826,582827,13968.79,0.0630151,"Vermont","yes"
1996,711,11,90,1050,0.6746801,75.23706,14.13042,586352,14157.32,0.0633963,"Vermont","yes"
1997,705,9,79,801,0.6939431,75.65321,14.06878,588665,14507.18,0.0636463,"Vermont","yes"
1998,628,13,56,827,0.6991444,76.06671,13.97561,590579,15158.91,0.0638533,"Vermont","yes"
1999,676,17,65,1116,0.7105804,76.52575,13.82457,593740,15455.31,0.064195,"Vermont","yes"
1977,15060,467,4783,6543,7.212072,61.69657,19.11182,5193112,11823.65,0.1305458,"Virginia","no"
1978,15094,464,5117,7484,7.282593,61.70031,18.95785,5270238,12285.12,0.1324846,"Virginia","no"
1979,15977,456,5924,8333,7.350001,61.62537,18.731,5307945,12341.14,0.1334325,"Virginia","no"
1980,16492,462,6447,8482,7.455739,61.25582,18.49745,5368334,12302.78,0.1352089,"Virginia","no"
1981,17514,468,7252,8765,7.595535,61.26047,18.49887,5444106,12374.94,0.1371173,"Virginia","no"
1982,16978,406,6712,9063,7.635979,61.07048,18.27601,5492773,12461.4,0.1383431,"Virginia","no"
1983,16277,390,6149,9849,7.699036,60.80208,18.05133,5564658,12936,0.1401536,"Virginia","no"
1984,16683,435,5774,9990,7.744026,60.61091,17.77941,5643860,13711.78,0.1421484,"Virginia","no"
1985,16843,406,5727,10573,7.753279,60.34415,17.42693,5715156,14154.84,0.1439441,"Virginia","no"
1986,17784,413,6143,11856,7.78455,60.05884,17.15423,5811691,14759.43,0.1463755,"Virginia","no"
1987,17500,439,6276,12754,7.824243,59.76487,16.88983,5932267,15200.16,0.1494123,"Virginia","no"
1988,18062,471,6792,13100,7.84976,59.50568,16.51812,6036911,15624.15,0.1520479,"Virginia","no"
1989,19126,483,6518,14077,7.874146,59.17403,16.21836,6120232,15883.34,0.1541465,"Virginia","no"
1990,21785,547,7661,16342,7.940564,60.55391,15.9902,6213526,15649.96,0.1569151,"Virginia","no"
1991,23451,584,8647,17532,8.047801,60.14425,15.62398,6283853,15418.25,0.1586912,"Virginia","no"
1992,23931,562,8796,19852,8.207335,59.77764,15.35561,6383315,15595.15,0.161203,"Virginia","no"
1993,24062,537,9180,21140,8.324735,59.4888,15.06809,6464795,15690.6,0.1632607,"Virginia","no"
1994,23382,569,8681,22617,8.430079,59.22881,14.75349,6536771,15932.45,0.1650783,"Virginia","no"
1995,23864,502,8694,26802,8.545758,58.98551,14.51697,6601392,15994.22,0.1667102,"Virginia","no"
1996,22749,500,8172,27329,8.667809,58.81139,14.35269,6665491,16189.33,0.168329,"Virginia","yes"
1997,23242,485,8382,27201,8.791426,58.6368,14.22966,6732878,16619.82,0.1700308,"Virginia","yes"
1998,22113,421,7169,27632,8.892635,58.44238,14.16774,6789225,17333.46,0.1714537,"Virginia","yes"
1999,21629,392,6949,27423,9.045802,58.35429,14.14417,6872912,17816.81,0.1735672,"Virginia","yes"
1977,14156,162,4010,4116,2.462494,70.13207,18.69276,3776050,12875.81,0.056723,"Washington","yes"
1978,15762,179,4861,4589,2.554028,70.02095,18.53796,3889073,13579.34,0.0584208,"Washington","yes"
1979,17461,193,4849,4500,2.639416,69.86417,18.38804,4017632,13671.98,0.060352,"Washington","yes"
1980,19290,229,5613,4695,2.790565,69.74776,18.30524,4154678,13193.82,0.062466,"Washington","yes"
1981,18946,216,5506,4490,2.906936,69.48921,18.07634,4235731,13045.69,0.0636847,"Washington","yes"
1982,17380,188,5042,5346,3.004598,69.02334,17.69891,4276545,12828.79,0.0642983,"Washington","yes"
1983,15988,211,4532,6364,3.077551,68.45677,17.30403,4300270,13124,0.064655,"Washington","yes"
1984,17653,200,5238,6733,3.167497,68.01142,16.87811,4343650,13446.14,0.0653072,"Washington","yes"
1985,18718,229,5808,6864,3.257087,67.5183,16.48422,4400098,13647.39,0.0661559,"Washington","yes"
1986,19458,223,6016,6946,3.351231,67.07538,16.07974,4452722,14109.5,0.0669472,"Washington","yes"
1987,19918,254,6408,6662,3.447744,66.68768,15.73394,4531891,14295.1,0.0681375,"Washington","yes"
1988,21640,264,6770,6217,3.552496,66.40105,15.44902,4639893,14541.34,0.0697613,"Washington","yes"
1989,22388,209,6650,5885,3.653314,66.05814,15.15279,4746321,14992.01,0.0713614,"Washington","yes"
1990,24582,240,6371,6959,3.758239,67.4353,15.01959,4900780,15259.81,0.0736052,"Washington","yes"
1991,26200,211,7295,8122,3.841731,67.49376,14.75479,5013443,15278.63,0.0752973,"Washington","yes"
1992,27468,257,7184,9353,3.94251,67.47049,14.59812,5139011,15561.07,0.0771832,"Washington","yes"
1993,27005,273,7195,10076,4.024598,67.56084,14.44363,5247704,15443.25,0.0788157,"Washington","yes"
1994,27277,293,7453,10456,4.122517,67.50073,14.29447,5334896,15535.97,0.0801252,"Washington","yes"
1995,26302,277,7207,10916,4.223274,67.51688,14.25477,5431024,15616.21,0.081569,"Washington","yes"
1996,23759,253,6557,11681,4.309975,67.46822,14.25609,5509963,16057.25,0.0827545,"Washington","yes"
1997,24697,241,6725,12609,4.411963,67.49805,14.28722,5604105,16644.04,0.0841685,"Washington","yes"
1998,24372,222,6575,13253,4.507359,67.48536,14.29699,5687832,17461.77,0.085426,"Washington","yes"
1999,21719,173,5808,14218,4.602491,67.48767,14.33652,5756361,18167.24,0.0864552,"Washington","yes"
1977,2906,114,805,1355,1.234639,70.00751,17.46272,1908088,9951.133,0.0792725,"West Virginia","no"
1978,3226,131,891,1289,1.230221,69.93727,17.32307,1923395,10242.18,0.0799084,"West Virginia","no"
1979,3265,132,853,1224,1.223904,69.90005,17.21467,1942146,10196.7,0.0806874,"West Virginia","no"
1980,3585,139,946,1288,1.234531,69.99722,17.13686,1951349,9879.948,0.0809051,"West Virginia","no"
1981,3416,117,981,1251,1.244809,70.06487,16.94158,1954115,9717.135,0.0810197,"West Virginia","no"
1982,3408,101,971,1560,1.245944,70.06021,16.70748,1949606,9741.048,0.0808328,"West Virginia","no"
1983,3342,95,860,1498,1.249316,70.01633,16.4612,1945065,9626,0.0806445,"West Virginia","no"
1984,3242,85,734,1600,1.247963,69.93818,16.17927,1927701,9989.902,0.0799246,"West Virginia","no"
1985,3165,72,717,1564,1.251974,69.94443,15.91077,1906828,10126.74,0.0790592,"West Virginia","no"
1986,3096,111,772,1675,1.256514,69.83031,15.6201,1882350,10420.78,0.0780443,"West Virginia","no"
1987,2550,89,580,1430,1.260243,69.79784,15.31127,1857579,10480.15,0.0770172,"West Virginia","no"
1988,2405,90,626,1409,1.263297,69.7577,15.0216,1830211,10700.14,0.0758825,"West Virginia","no"
1989,2650,117,771,1409,1.269158,69.71596,14.71848,1806552,10863.79,0.0749016,"West Virginia","no"
1990,3035,102,679,1506,1.286095,72.58303,14.48551,1792481,11109.2,0.0744169,"West Virginia","yes"
1991,3435,111,779,1528,1.298623,72.64382,14.39891,1798212,11125.09,0.0746549,"West Virginia","yes"
1992,3819,114,785,1499,1.318277,72.63476,14.34143,1805462,11443.78,0.0749559,"West Virginia","yes"
1993,3785,125,781,1671,1.340672,72.55381,14.27117,1816179,11522.84,0.0754008,"West Virginia","yes"
1994,3924,98,771,1782,1.350461,72.56207,14.16494,1818490,11701.54,0.0754967,"West Virginia","yes"
1995,3827,89,777,1930,1.349255,72.45068,14.09116,1820560,11715.1,0.0755827,"West Virginia","yes"
1996,3822,69,735,2474,1.364884,72.55532,14.01091,1818983,11789.41,0.0755172,"West Virginia","yes"
1997,3971,74,783,2705,1.370906,72.64451,13.90547,1815588,12040.57,0.0753763,"West Virginia","yes"
1998,4504,78,676,3152,1.38876,72.74287,13.76887,1811688,12351.37,0.0752143,"West Virginia","yes"
1999,6335,80,661,3469,1.391588,72.94131,13.5825,1806928,12510.76,0.0750167,"West Virginia","yes"
1977,6084,130,2415,3285,1.592624,69.68519,18.59392,4626517,12193.55,0.0849463,"Wisconsin","no"
1978,6142,116,2318,3345,1.636832,69.62133,18.49492,4646109,12670.18,0.0853061,"Wisconsin","no"
1979,7778,159,2833,3418,1.695498,69.51105,18.38056,4682812,12733.53,0.08598,"Wisconsin","no"
1980,8604,137,3331,3440,1.766834,69.65793,18.32003,4712045,12284.65,0.0865771,"Wisconsin","no"
1981,8881,161,3242,4017,1.830996,69.44913,18.13257,4726336,12062.58,0.0868397,"Wisconsin","no"
1982,9009,147,3367,4398,1.891105,69.07502,17.82849,4728876,11962.94,0.0868863,"Wisconsin","no"
1983,9013,132,3395,4533,1.946374,68.67786,17.47779,4721445,12046,0.0867498,"Wisconsin","no"
1984,9305,118,3144,4830,1.995027,68.32092,17.12216,4735576,12641.54,0.0870094,"Wisconsin","no"
1985,9823,133,3333,4985,2.057478,67.96238,16.77438,4747753,12820.47,0.0872332,"Wisconsin","no"
1986,12265,147,3462,5374,2.114254,67.5285,16.40335,4755625,13207.77,0.0873778,"Wisconsin","no"
1987,11940,167,3173,5686,2.174812,67.20159,16.02941,4777930,13468.97,0.0877876,"Wisconsin","no"
1988,10339,145,3236,6076,2.242036,67.0311,15.70439,4822402,13641.24,0.0886047,"Wisconsin","no"
1989,10811,375,3652,6314,2.318033,66.7228,15.36247,4856575,13891.1,0.0892326,"Wisconsin","no"
1990,12976,426,5525,6765,2.387305,68.60641,15.10893,4902265,13837.92,0.0902579,"Wisconsin","no"
1991,13719,438,5894,7379,2.454108,68.70872,14.90861,4952675,13677.74,0.091186,"Wisconsin","no"
1992,13798,420,5996,7857,2.520563,68.76257,14.76215,5004636,14109.12,0.0921427,"Wisconsin","no"
1993,13366,422,5733,8897,2.585891,68.84564,14.63767,5055318,14220.27,0.0930758,"Wisconsin","no"
1994,13783,429,5753,8459,2.653202,68.88604,14.52687,5095504,14581.73,0.0938157,"Wisconsin","no"
1995,14440,421,5399,9606,2.723085,69.01579,14.46649,5137004,14762.74,0.0945797,"Wisconsin","no"
1996,13074,407,4998,10399,2.797213,69.16254,14.43643,5173828,14956.79,0.0952577,"Wisconsin","no"
1997,14072,408,5247,12377,2.843218,69.24231,14.41062,5200235,15395.21,0.0957439,"Wisconsin","no"
1998,13003,388,4470,14779,2.879499,69.32509,14.37501,5222124,16024.7,0.0961469,"Wisconsin","no"
1999,12911,379,4447,17536,2.938665,69.429,14.32648,5250446,16367.26,0.0966684,"Wisconsin","no"
1977,996,52,164,360,1.060353,71.94287,20.078,413353,13401.89,0.0042525,"Wyoming","no"
1978,1214,61,208,424,1.072129,71.91188,20.0341,432877,14338.75,0.0044533,"Wyoming","no"
1979,1594,71,192,463,1.072455,71.78605,19.94991,454378,14504.78,0.0046745,"Wyoming","no"
1980,1862,59,211,450,1.083543,72.13893,19.9205,474185,14209.38,0.0048891,"Wyoming","no"
1981,2115,57,206,556,1.073996,72.01286,19.31403,491715,14115.38,0.0050698,"Wyoming","no"
1982,1540,77,174,592,1.077195,71.92876,18.65749,506408,13675.03,0.0052213,"Wyoming","no"
1983,1211,60,152,689,1.089689,71.27304,17.9884,510329,12723,0.0052617,"Wyoming","no"
1984,1222,47,117,697,1.113899,70.9073,17.32605,504893,12939.79,0.0052057,"Wyoming","no"
1985,1283,51,100,715,1.140302,70.75819,16.74352,499692,13188.09,0.005152,"Wyoming","no"
1986,1453,56,112,734,1.172461,70.4869,16.22318,495624,12729.64,0.0051101,"Wyoming","no"
1987,1350,40,95,801,1.213082,70.05034,15.76252,476967,12448.14,0.0049177,"Wyoming","no"
1988,1460,42,70,884,1.273495,70.03685,15.39654,465098,12603.06,0.0047954,"Wyoming","no"
1989,1184,20,78,912,1.344308,70.21884,15.21673,458377,13155.55,0.0047261,"Wyoming","no"
1990,1367,22,72,979,1.399203,72.02543,15.15943,453401,13712.95,0.0046692,"Wyoming","no"
1991,1420,15,79,1085,1.41194,72.33991,15.11932,457739,13791.78,0.0047139,"Wyoming","no"
1992,1481,17,83,1098,1.434764,72.73,15.13535,463491,13880.5,0.0047731,"Wyoming","no"
1993,1342,16,81,1060,1.476442,73.03836,15.20767,469033,13977.74,0.0048302,"Wyoming","no"
1994,1294,16,79,1130,1.481319,73.39078,15.27995,474982,14083.1,0.0048914,"Wyoming","no"
1995,1216,10,86,1215,1.485849,73.71621,15.37098,478447,14070.16,0.0049271,"Wyoming","yes"
1996,1199,16,98,1387,1.521814,73.85796,15.44601,480085,14032.23,0.004944,"Wyoming","yes"
1997,1225,17,85,1488,1.527818,73.92731,15.494,480031,14790.98,0.0049434,"Wyoming","yes"
1998,1189,23,78,1565,1.558396,73.98515,15.51021,480045,15225.51,0.0049436,"Wyoming","yes"
1999,1114,11,74,1568,1.613004,74.04952,15.48013,479602,15765.07,0.004939,"Wyoming","yes"
